quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
399a4747-fac1-4ae6-93b7-17c121a5ca3c	You can find (a/an) bookshelf which is square. Square is one of many possible shapes (a/an) bookshelf usually has. The range of shapes is almost unlimited. 	You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. 	You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_open-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
60ad193e-5f39-4f02-872f-b37dedfcaf98	I could say (a/an) bookshelf is square, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	creative-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
b25d2efd-a8c3-475b-9468-90891a0a7a72	I know that being square is necessary for many things (a/an) bookshelf does or is used for. 	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	affording_activity-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
df8ba75f-11a1-49e9-981b-3ac536cf6826	``Bookshelf'' is one of the first things which come to mind when I hear ``square' because (a/an) bookshelf is a typical example of things which are square'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_property-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
a6ddbeb0-41af-4a1d-a091-cb38a301824f	I know that (a/an) bookshelf is square as most or all other things similar to (a/an) bookshelf are square. 	I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	implied_category-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
403c83f1-5ed7-4256-9e5e-5c8076cbc3de	I think it is impossible for (a/an) bookshelf to be square.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	impossible-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
df903b41-2170-4bb9-8f4a-4cfde47bd8f2	Usually, (a/an) stag cannot lay_eggs/be used for laying eggs, but there could be a highly unusual situation in which (a/an) stag can lay_eggs.	Usually, (a/an) hot dog cannot walk/be used for walking, but there could be a highly unusual situation in which (a/an) hot dog can walk.	Usually, (a/an) cat cannot run/be used for runing, but there could be a highly unusual situation in which (a/an) cat can run.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	unusual-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
afd5d706-5c5e-4742-9975-ae63205550bb	``Lay_eggs'' is one for the first things which come to mind when I hear ``stag' because laying eggs is one of the typical activities of (a/an) stag'.	``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.	``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_concept-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
91ad32ed-19b0-4124-871d-197df1e8ab35	I could say (a/an) stag lays eggs/is used for laying eggs, but I would most certainly not mean it literally.	"I could say (a/an) idea grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) person glows/is used for glowing, but I would most certainly not mean it literally.
I could say (a/an) thought burns/is used for burning, but I would most certainly not mean it literally."	"I could say (a/an) plant grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) situation smiles/is used for smileing, but I would most certainly not mean it literally.
I could say (a/an) candle burns/is used for burning, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	creative-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
8e55c83a-abe5-4254-b710-c2447fe1d03b	I think there is a stag  which can lay_eggs/be used for laying eggs, but this is rare or uncommon.	I think there is a car  which can swim/be used for swimming, but this is rare or uncommon.	I think there is a rock  which can swim/be used for swimming, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	rare-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
ced305ee-7f5e-4bcc-883b-baebe89adf64	I know that all or most stag(s) lay_eggs regularly or are used for laying eggs regularly. 	I know that all or most bug(s) crawl regularly or are used for crawling regularly. 	I know that all or most toothbrush(s) paint regularly or are used for painting regularly. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	afforded_usual-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
0c609db6-6625-4903-9e41-10cbe49531c4	All or most  stag(s) can lay_eggs/be used for laying eggs. This is not what they normally do or are used for. 	All or most  fork(s) can fight/be used for fighting. This is not what they normally do or are used for. 	All or most  brush(s) can fly/be used for flying. This is not what they normally do or are used for. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	afforded_unusual-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
63431071-74dc-47e6-9196-ba1b107cd672	``Stag'' is one of the first things which come to mind when I hear ``lay_eggs' because (a/an) stag is a typical example of things which lay_eggs/are used for laying eggs'. 	``Baby'' is one of the first things which come to mind when I hear ``cry' because (a/an) baby is a typical example of things which cry/are used for crying'. 	``Teacher'' is one of the first things which come to mind when I hear ``walk' because (a/an) teacher is a typical example of things which walk/are used for walking'. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_property-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
f67ee698-ff46-4c63-a045-cdcf7feb5469	You can find (a/an) stag which can lay_eggs/be used for laying eggs. This distinguishes a certain type of stag from others. 	You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. 	You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_limited-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
a5ae2803-d9ce-4d01-a4e7-7b463ede7541	I think it is impossible for (a/an) stag to lay_eggs/be used for laying eggs.	I think it is impossible for (a/an) hammer to float/be used for floating.	I think it is impossible for (a/an) apple to rot/be used for roting.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	impossible-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
cddedd23-ef6d-4c23-8ee4-ca643ca9f112	I know that (a/an) stag can lay_eggs/be used for laying eggs as most or all other things similar to (a/an) stag lay_eggs. 	I know that (a/an) apple_tree can grow/be used for growing as most or all other things similar to (a/an) apple_tree grow. 	I know that (a/an) worm can run/be used for runing as most or all other things similar to (a/an) worm run. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	implied_category-lay_eggs-stag	Agree or disagree (run4-experiment2-batch87-70-70)
check2	I am working on a task in which I agree or disagree with statements.	Paris is a city.	Russia is a city.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	_check-_check2-_check2	Agree or disagree (run4-experiment2-batch87-70-70)
test4	You can find (a/an) chocolate which is pink. Pink is one of a few possible colors (a/an) chocolate usually has. There is only a limited range of possible colors.	You can find (a/an) banana which is brown. Brown is one of a few possible colors (a/an) banana usually has. There is only a limited range of possible colors.	You can find (a/an) raven which is blue. Blue is one of a few possible colors (a/an) raven usually has. There is only a limited range of possible colors.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	test_false-_test4-_test	Agree or disagree (run4-experiment2-batch87-70-70)
